Video ID,Video Title,Channel Name,Category,Category ID,Upload Date,Upload Time,Likes,Views,Comments,Duration (Seconds)
ghOT4bs_lLU,Sorry David: Lily Allen Insisted On A Tiger Print Living Room,Architectural Digest,Entertainment,24,2023-04-28,21:08:15,977,37735,26,27
EB_Z-8kBNm8,Inside Karen Gillan's Cozy California Cottage | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-04-27,16:00:18,38716,1835890,1115,722
8xZQL3V4rKU,Rita Ora Loves The Creative History of Her House,Architectural Digest,Entertainment,24,2023-04-26,16:00:16,1544,40866,33,42
NECthvTBKek,"Inside An Iconic $21,000,000 Mansion Once Owned By Madonna | On The Market | Architectural Digest",Architectural Digest,Entertainment,24,2023-04-25,16:01:06,12914,685966,547,588
O6ALnNh0mpo,"""I'm kind of mortified to admit I have this."" Emma Knows She's Being Extra",Architectural Digest,Entertainment,24,2023-04-24,22:00:05,1729,64640,24,16
MI4LVZUgLAo,Seeing Her Name On A Chair Made Debby Ryan Believe,Architectural Digest,Entertainment,24,2023-04-21,20:45:03,2021,58193,12,51
TR2A90ZFXnU,Bretman Rock Likes This Crystal & That's What Matters,Architectural Digest,Entertainment,24,2023-04-19,20:20:02,3497,73132,78,15
f3g1mytmZX8,Sarah Paulson's Surprisingly Tiny Backyard,Architectural Digest,Entertainment,24,2023-04-17,20:30:01,3994,137781,51,42
-c7WmQ3oWc8,Architect Explains Disney Castles: Aladdin,Architectural Digest,Film & Animation,1,2023-04-14,20:15:03,1059,33758,16,46
ExTP2rYqguE,Inside Troian Bellisario & Patrick J. Adams’s Eclectic L.A. Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-04-13,16:00:04,96236,4943167,2148,938
a6yjNEss5XE,Debby & Josh Have A Rock Made Of Rock,Architectural Digest,Entertainment,24,2023-04-13,12:00:01,938,33536,20,28
ELO3wTuXad4,Michael Imperioli's 'Sopranos' Armani Suit,Architectural Digest,Entertainment,24,2023-04-10,19:00:03,1881,47569,28,23
AFObhcgy-s8,"Viola and Julius' Daughter's Room: Fun But ""Not Babyish""",Architectural Digest,Entertainment,24,2023-04-07,20:00:03,2216,65427,29,37
h6dEqggG6aE,Why New York Destroyed 3 Iconic Landmarks | Architectural Digest,Architectural Digest,Entertainment,24,2023-04-06,16:00:10,20998,885473,1129,786
